match_id,SetNo,GameNo,PointNumber,is_player_on_serve,ServeNumber,serve_direction,serve_quality,return_type,rally_bucket,rally_phase,key_event,finish_type,finish_shot,macro_pattern,RallyCount,pct_service_points_won,pct_return_points_won,pct_first_serve_points_won,pct_second_serve_points_won,last_n_points_won_5,is_game_point,is_break_point,is_game_point_against,is_point_won,predicted_point_win_probability,pattern_fused_id,pattern_fused_name,tagged_pattern,point_description,next_point_pattern_hint,player_name,opponent_name,tournament,surface,match_type,round,set_score_me,set_score_opp,game_score_me,game_score_opp,point_score_me,point_score_opp,timestamp
"sess_1776434270933_4751","1","1","1","1","1","BODY","AGGRESSIVE","BLOCKED","SHORT","ATTACK_ME","NET_APPROACH","WINNER","FOREHAND","SHORT_RALLY","2","0.6","0.34","0.66","0.52","0.2","0","0","0","1","0.6944049000740051","1","Serve safe / percentage","Serve BODY | Return BLOCKED | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento COLD, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 69.4%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","0","0","2026-04-17T14:10:06.841Z"
"sess_1776434270933_4751","1","1","2","1","2","WIDE","SAFE","","SHORT","ATTACK_ME","NONE","WINNER","BACKHAND","SERVE_DOMINANT","2","1","0.34","1","0.52","1","0","0","0","1","0.5512691736221313","3","Serve neutral / mixed","Serve WIDE | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Serve neutral / mixed. Probabilità stimata: 55.1%.","serve_neutral_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","15","0","2026-04-17T14:10:59.167Z"
"sess_1776434270933_4751","1","1","3","1","2","WIDE","SAFE","ANGLED","LONG","DEFENSE_OPP","LINE_CHANGE","WINNER","FOREHAND","DEFENSE_RECOVERY","10","1","0.34","1","1","1","0","0","0","1","0.5434613227844238","3","Serve neutral / mixed","Serve WIDE | Return ANGLED | Rally DEFENSE_OPP | Finish WINNER","Punto al servizio, rally count 10, profilo LONG, momento HOT, pressione NEUTRAL. Pattern prevalente: Serve neutral / mixed. Probabilità stimata: 54.3%.","serve_neutral_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","30","0","2026-04-17T14:11:04.905Z"
"sess_1776434270933_4751","1","1","4","1","1","WIDE","SAFE","DEEP","SHORT","ATTACK_ME","NONE","WINNER","BACKHAND","SHORT_RALLY","2","1","0.34","1","1","1","1","0","0","0","0.7489579319953918","2","Serve aggressive","Serve WIDE | Return DEEP | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione GAME_POINT_FOR. Pattern prevalente: Serve aggressive. Probabilità stimata: 74.9%.","serve_plus_one_aggressive","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","40","0","2026-04-17T14:11:18.032Z"
"sess_1776434270933_4751","1","1","5","1","1","T","AGGRESSIVE","SHORT","MEDIUM","DEFENSE_OPP","INSIDE_IN","UNFORCED_ERROR","BACKHAND","MEDIUM_RALLY","6","0.75","0.34","0.5","1","0.75","1","0","0","1","0.7172597646713257","1","Serve safe / percentage","Serve T | Return SHORT | Rally DEFENSE_OPP | Finish UNFORCED_ERROR","Punto al servizio, rally count 6, profilo MEDIUM, momento HOT, pressione GAME_POINT_FOR. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 71.7%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","40","15","2026-04-17T14:11:31.526Z"
"sess_1776434270933_4751","1","2","6","0","1","WIDE","AGGRESSIVE","ANGLED","SHORT","ATTACK_ME","NONE","WINNER","FOREHAND","AGGRESSIVE_RETURN","2","0.8","0.34","0.67","1","0.8","0","0","0","1","0.3125178813934326","7","Neutral return","Serve WIDE | Return ANGLED | Rally ATTACK_ME | Finish WINNER","Punto in risposta, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Neutral return. Probabilità stimata: 31.3%.","neutral_return_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","0","0","2026-04-17T14:11:44.635Z"
"sess_1776434270933_4751","1","2","7","0","1","WIDE","SAFE","BLOCKED","SHORT","ATTACK_OPP","NET_APPROACH","FORCED_ERROR","OTHER","NET_PLAY","2","0.8","1","0.67","1","0.8","0","0","0","0","0.3559354543685913","7","Neutral return","Serve WIDE | Return BLOCKED | Rally ATTACK_OPP | Finish FORCED_ERROR","Punto in risposta, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Neutral return. Probabilità stimata: 35.6%.","neutral_return_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","15","0","2026-04-17T14:11:58.600Z"
"sess_1776434270933_4751","1","2","8","0","1","WIDE","SAFE","DEEP","SHORT","ATTACK_ME","NONE","WINNER","OTHER","SHORT_RALLY","2","0.8","0.5","0.67","1","0.6","0","0","0","0","0.32838958501815796","7","Neutral return","Serve WIDE | Return DEEP | Rally ATTACK_ME | Finish WINNER","Punto in risposta, rally count 2, profilo SHORT, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Neutral return. Probabilità stimata: 32.8%.","neutral_return_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","15","15","2026-04-17T14:16:29.821Z"
"sess_1776434270933_4751","1","2","9","0","2","BODY","WEAK","SHORT","SHORT","NEUTRAL","NET_APPROACH","UNFORCED_ERROR","BACKHAND","SHORT_RALLY","2","0.8","0.33","0.67","1","0.4","0","0","0","0","0.5234072208404541","7","Neutral return","Serve BODY | Return SHORT | Rally NEUTRAL | Finish UNFORCED_ERROR","Punto in risposta, rally count 2, profilo SHORT, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Neutral return. Probabilità stimata: 52.3%.","neutral_return_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","15","30","2026-04-17T14:39:48.930Z"
"sess_1776434270933_4751","1","2","10","0","2","T","SAFE","CENTRAL","LONG","ATTACK_ME","NET_APPROACH","FORCED_ERROR","OTHER","LONG_RALLY","10","0.8","0.25","0.67","1","0.4","1","0","0","1","0.5434613227844238","6","Safe return","Serve T | Return CENTRAL | Rally ATTACK_ME | Finish FORCED_ERROR","Punto in risposta, rally count 10, profilo LONG, momento NEUTRAL, pressione GAME_POINT_FOR. Pattern prevalente: Safe return. Probabilità stimata: 54.3%.","return_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","15","40","2026-04-17T14:49:13.619Z"
