match_id,SetNo,GameNo,PointNumber,is_player_on_serve,ServeNumber,serve_direction,serve_quality,return_type,rally_bucket,rally_phase,key_event,finish_type,finish_shot,macro_pattern,RallyCount,pct_service_points_won,pct_return_points_won,pct_first_serve_points_won,pct_second_serve_points_won,last_n_points_won_5,is_game_point,is_break_point,is_game_point_against,is_point_won,predicted_point_win_probability,pattern_fused_id,pattern_fused_name,tagged_pattern,point_description,next_point_pattern_hint,player_name,opponent_name,tournament,surface,match_type,round,set_score_me,set_score_opp,game_score_me,game_score_opp,point_score_me,point_score_opp,timestamp
"sess_1776326470550_6038","1","1","1","1","2","WIDE","SAFE","DEEP","SHORT","ATTACK_ME","NONE","WINNER","BACKHAND","SHORT_RALLY","2","0.45","0.53","0.38","0.57","0.6","0","0","0","1","0.5694273114204407","1","Serve safe / percentage","Serve WIDE | Return DEEP | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 56.9%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","0","0","2026-04-16T08:01:37.223Z"
"sess_1776326470550_6038","1","1","2","1","1","T","WEAK","","SHORT","ATTACK_ME","NONE","WINNER","SERVE","SERVE_DOMINANT","2","1","0.53","0.38","1","1","0","0","0","1","0.9998537302017212","1","Serve safe / percentage","Serve T | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 100.0%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","15","0","2026-04-16T08:01:46.029Z"
"sess_1776326470550_6038","1","1","3","1","2","T","WEAK","ANGLED","SHORT","ATTACK_ME","NONE","UNFORCED_ERROR","BACKHAND","SHORT_RALLY","2","1","0.53","1","1","1","0","0","0","0","0.9999233484268188","3","Serve neutral / mixed","Serve T | Return ANGLED | Rally ATTACK_ME | Finish UNFORCED_ERROR","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Serve neutral / mixed. Probabilità stimata: 100.0%.","serve_neutral_build","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","30","0","2026-04-16T08:01:52.001Z"
"sess_1776326470550_6038","1","1","4","1","1","WIDE","SAFE","DEEP","SHORT","ATTACK_ME","NET_APPROACH","WINNER","BACKHAND","NET_PLAY","2","0.67","0.53","1","0.5","0.67","0","0","0","1","0.5904624462127686","3","Serve neutral / mixed","Serve WIDE | Return DEEP | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Serve neutral / mixed. Probabilità stimata: 59.0%.","serve_neutral_build","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","30","15","2026-04-16T08:01:57.088Z"
"sess_1776326470550_6038","1","1","5","1","2","WIDE","WEAK","DEEP","SHORT","NEUTRAL","DROP_SHOT","WINNER","BACKHAND","SHORT_RALLY","2","0.75","0.53","1","0.5","0.75","1","0","0","0","0.32602089643478394","3","Serve neutral / mixed","Serve WIDE | Return DEEP | Rally NEUTRAL | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione GAME_POINT_FOR. Pattern prevalente: Serve neutral / mixed. Probabilità stimata: 32.6%.","serve_neutral_build","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","40","15","2026-04-16T08:02:02.924Z"
"sess_1776326470550_6038","1","1","6","1","2","BODY","SAFE","DEEP","LONG","ATTACK_OPP","LINE_CHANGE","WINNER","FOREHAND","LONG_RALLY","10","0.6","0.53","1","0.33","0.6","1","0","0","0","0.4129205346107483","1","Serve safe / percentage","Serve BODY | Return DEEP | Rally ATTACK_OPP | Finish WINNER","Punto al servizio, rally count 10, profilo LONG, momento NEUTRAL, pressione GAME_POINT_FOR. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 41.3%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","40","30","2026-04-16T08:02:08.762Z"
"sess_1776326470550_6038","1","1","7","1","2","T","AGGRESSIVE","CENTRAL","SHORT","NEUTRAL","INSIDE_IN","WINNER","VOLLEY","SHORT_RALLY","2","0.5","0.53","1","0.25","0.4","0","0","0","1","0.03223094344139099","1","Serve safe / percentage","Serve T | Return CENTRAL | Rally NEUTRAL | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 3.2%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","40","40","2026-04-16T08:02:14.601Z"
"sess_1776326470550_6038","1","1","8","1","2","BODY","WEAK","CENTRAL","MEDIUM","ATTACK_ME","LINE_CHANGE","WINNER","FOREHAND","MEDIUM_RALLY","6","0.57","0.53","1","0.4","0.4","1","0","0","0","0.20791257917881012","1","Serve safe / percentage","Serve BODY | Return CENTRAL | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 6, profilo MEDIUM, momento NEUTRAL, pressione GAME_POINT_FOR. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 20.8%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","Ad","40","2026-04-16T08:02:20.290Z"
"sess_1776326470550_6038","1","1","9","1","1","BODY","SAFE","CENTRAL","SHORT","DEFENSE_ME","NET_APPROACH","WINNER","VOLLEY","NET_PLAY","2","0.5","0.53","1","0.33","0.4","0","0","0","1","0.17561966180801392","1","Serve safe / percentage","Serve BODY | Return CENTRAL | Rally DEFENSE_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 17.6%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","40","40","2026-04-16T08:02:25.966Z"
"sess_1776326470550_6038","1","1","10","1","1","T","AGGRESSIVE","CENTRAL","SHORT","NEUTRAL","NET_APPROACH","UNFORCED_ERROR","BACKHAND","NET_PLAY","2","0.56","0.53","1","0.33","0.4","1","0","0","1","0.28388240933418274","1","Serve safe / percentage","Serve T | Return CENTRAL | Rally NEUTRAL | Finish UNFORCED_ERROR","Punto al servizio, rally count 2, profilo SHORT, momento NEUTRAL, pressione GAME_POINT_FOR. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 28.4%.","serve_plus_one_safe","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","0","0","Ad","40","2026-04-16T08:02:31.905Z"
"sess_1776326470550_6038","1","1","11","0","1","T","AGGRESSIVE","ANGLED","SHORT","NEUTRAL","NONE","WINNER","FOREHAND","AGGRESSIVE_RETURN","2","0.6","0.53","1","0.33","0.6","0","0","0","1","0.6187536120414734","7","Neutral return","Serve T | Return ANGLED | Rally NEUTRAL | Finish WINNER","Punto in risposta, rally count 2, profilo SHORT, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Neutral return. Probabilità stimata: 61.9%.","neutral_return_build","N. Djokovic","C. Alcaraz","Roland Garros Sim","Clay","BO3","SF","0","0","1","0","0","0","2026-04-16T08:02:37.332Z"
