match_id,SetNo,GameNo,PointNumber,is_player_on_serve,ServeNumber,serve_direction,serve_quality,return_type,rally_bucket,rally_phase,key_event,finish_type,finish_shot,macro_pattern,RallyCount,pct_service_points_won,pct_return_points_won,pct_first_serve_points_won,pct_second_serve_points_won,last_n_points_won_5,is_game_point,is_break_point,is_game_point_against,is_point_won,predicted_point_win_probability,pattern_fused_id,pattern_fused_name,tagged_pattern,point_description,next_point_pattern_hint,player_name,opponent_name,tournament,surface,match_type,round,set_score_me,set_score_opp,game_score_me,game_score_opp,point_score_me,point_score_opp,timestamp
"sess_1776518021667_1099","1","1","1","1","2","T","SAFE","DEEP","SHORT","ATTACK_ME","NONE","WINNER","VOLLEY","SHORT_RALLY","2","1","0.4","1","0.69","1","0","0","0","0","0.5533446073532104","3","Serve neutral / mixed","Serve T | Return DEEP | Rally ATTACK_ME | Finish WINNER","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Serve neutral / mixed. Probabilità stimata: 55.3%.","serve_neutral_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","0","0","2026-04-18T13:14:39.096Z"
"sess_1776518021667_1099","1","1","2","1","1","BODY","SAFE","ANGLED","LONG","NEUTRAL","NONE","UNFORCED_ERROR","FOREHAND","LONG_RALLY","10","0","0.4","1","0","0","0","0","0","0","0.6885704398155212","1","Serve safe / percentage","Serve BODY | Return ANGLED | Rally NEUTRAL | Finish UNFORCED_ERROR","Punto al servizio, rally count 10, profilo LONG, momento COLD, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 68.9%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","0","15","2026-04-18T13:17:08.378Z"
"sess_1776518021667_1099","1","1","3","1","1","BODY","AGGRESSIVE","DEEP","LONG","DEFENSE_ME","NONE","UNFORCED_ERROR","PASSING","DEFENSE_RECOVERY","10","0","0.4","0","0","0","0","0","0","1","0.679108202457428","1","Serve safe / percentage","Serve BODY | Return DEEP | Rally DEFENSE_ME | Finish UNFORCED_ERROR","Punto al servizio, rally count 10, profilo LONG, momento COLD, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 67.9%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","0","30","2026-04-18T13:17:14.130Z"
"sess_1776518021667_1099","1","1","4","1","1","T","SAFE","CENTRAL","SHORT","ATTACK_ME","NONE","UNFORCED_ERROR","FOREHAND","SHORT_RALLY","2","0.33","0.4","0.5","0","0.33","0","0","0","0","0.679108202457428","1","Serve safe / percentage","Serve T | Return CENTRAL | Rally ATTACK_ME | Finish UNFORCED_ERROR","Punto al servizio, rally count 2, profilo SHORT, momento COLD, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 67.9%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","15","30","2026-04-18T13:17:19.660Z"
"sess_1776518021667_1099","1","1","5","1","1","BODY","SAFE","DEEP","SHORT","ATTACK_ME","NET_APPROACH","UNFORCED_ERROR","VOLLEY","NET_PLAY","2","0.25","0.4","0.33","0","0.25","0","1","1","1","0.6944049000740051","1","Serve safe / percentage","Serve BODY | Return DEEP | Rally ATTACK_ME | Finish UNFORCED_ERROR","Punto al servizio, rally count 2, profilo SHORT, momento COLD, pressione GAME_POINT_AGAINST. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 69.4%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","15","40","2026-04-18T13:17:25.381Z"
"sess_1776518021667_1099","1","1","6","1","1","BODY","SAFE","DEEP","MEDIUM","NEUTRAL","NET_APPROACH","FORCED_ERROR","OTHER","MEDIUM_RALLY","6","0.4","0.4","0.5","0","0.4","0","1","1","1","0.679108202457428","1","Serve safe / percentage","Serve BODY | Return DEEP | Rally NEUTRAL | Finish FORCED_ERROR","Punto al servizio, rally count 6, profilo MEDIUM, momento NEUTRAL, pressione GAME_POINT_AGAINST. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 67.9%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","30","40","2026-04-18T13:17:31.231Z"
"sess_1776518021667_1099","1","1","7","1","1","WIDE","WEAK","SHORT","LONG","DEFENSE_ME","NET_APPROACH","UNFORCED_ERROR","OTHER","LONG_RALLY","10","0.5","0.4","0.6","0","0.6","0","0","0","1","0.6618679165840149","1","Serve safe / percentage","Serve WIDE | Return SHORT | Rally DEFENSE_ME | Finish UNFORCED_ERROR","Punto al servizio, rally count 10, profilo LONG, momento NEUTRAL, pressione NEUTRAL. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 66.2%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","40","40","2026-04-18T13:17:37.069Z"
"sess_1776518021667_1099","1","1","8","1","1","WIDE","SAFE","","SHORT","NEUTRAL","NONE","UNFORCED_ERROR","SERVE","SERVE_DOMINANT","2","0.57","0.4","0.67","0","0.8","1","0","0","1","0.6987373232841492","1","Serve safe / percentage","Serve WIDE | Rally NEUTRAL | Finish UNFORCED_ERROR","Punto al servizio, rally count 2, profilo SHORT, momento HOT, pressione GAME_POINT_FOR. Pattern prevalente: Serve safe / percentage. Probabilità stimata: 69.9%.","serve_plus_one_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","0","0","Ad","40","2026-04-18T13:17:42.380Z"
"sess_1776518021667_1099","1","2","9","0","1","BODY","SAFE","CENTRAL","LONG","NEUTRAL","NONE","UNFORCED_ERROR","PASSING","LONG_RALLY","10","0.63","0.4","0.71","0","0.8","0","0","0","0","0.324455589056015","7","Neutral return","Serve BODY | Return CENTRAL | Rally NEUTRAL | Finish UNFORCED_ERROR","Punto in risposta, rally count 10, profilo LONG, momento HOT, pressione NEUTRAL. Pattern prevalente: Neutral return. Probabilità stimata: 32.4%.","neutral_return_build","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","0","0","2026-04-18T13:17:48.231Z"
"sess_1776518021667_1099","1","2","10","0","1","WIDE","SAFE","CENTRAL","SHORT","NEUTRAL","NET_APPROACH","UNFORCED_ERROR","VOLLEY","SHORT_RALLY","2","0.63","0","0.71","0","0.8","0","0","0","1","0.3027710020542145","6","Safe return","Serve WIDE | Return CENTRAL | Rally NEUTRAL | Finish UNFORCED_ERROR","Punto in risposta, rally count 2, profilo SHORT, momento HOT, pressione NEUTRAL. Pattern prevalente: Safe return. Probabilità stimata: 30.3%.","return_safe","J. Sinner","D. Medvedev","BNP Paribas Open","Clay","BO3","F","0","0","1","0","0","15","2026-04-18T13:17:54.068Z"
